,MPJS
100,0.11
200,0.11
300,0.10000000000000002
400,0.10000000000000002
500,0.10000000000000002
600,0.10000000000000002
700,0.10000000000000002
800,0.10000000000000002
900,0.10000000000000002
1000,0.10000000000000002
