2	1000	12400
3	1000	11985
47	1000	12038
15	1000	12006
9	1000	11763
39	1000	11987
28	1000	11980
48	1000	12188
25	1000	12181
34	1000	12106
30	1000	12148
36	1000	11965
19	1000	12119
17	1000	12059
24	1000	12012
44	1000	12024
8	1000	12044
40	1000	12042
37	1000	11984
23	1000	11893
10	1000	11994
20	1000	11974
0	1000	11892
31	1000	11955
16	1000	11871
27	1000	12046
13	1000	12452
4	1000	12121
12	1000	11996
45	1000	11856
46	1000	12107
43	1000	12132
7	1000	11940
26	1000	12265
49	1000	12279
14	1000	12138
11	1000	12066
38	1000	11944
1	1000	12126
6	1000	12032
29	1000	11885
22	1000	12191
41	1000	11920
18	1000	12283
42	1000	12115
5	1000	12098
21	1000	12299
32	1000	12217
33	1000	12479
35	1000	11752
68	1000	12105
84	1000	12282
72	1000	12206
63	1000	12260
69	1000	12127
73	1000	12225
78	1000	12282
81	1000	12400
52	1000	12146
75	1000	11984
61	1000	11863
88	1000	11899
56	1000	12170
93	1000	12283
59	1000	11879
95	1000	12290
67	1000	12138
91	1000	12197
82	1000	11813
51	1000	12050
98	1000	12064
77	1000	11867
94	1000	12098
74	1000	11998
99	1000	12140
57	1000	11969
86	1000	12119
70	1000	12264
64	1000	12130
66	1000	12010
62	1000	11916
79	1000	12127
92	1000	12279
65	1000	12265
71	1000	12281
83	1000	12118
80	1000	11936
60	1000	11975
87	1000	12165
50	1000	12053
76	1000	11762
89	1000	12103
54	1000	12222
96	1000	12161
55	1000	11989
90	1000	12107
97	1000	12204
85	1000	12040
58	1000	12274
53	1000	12137
104	1000	12173
136	1000	11861
146	1000	12104
114	1000	12179
123	1000	12165
122	1000	12256
142	1000	11805
118	1000	11811
109	1000	12052
100	1000	11771
141	1000	12029
105	1000	12101
127	1000	11980
124	1000	12176
147	1000	12160
121	1000	12147
125	1000	11978
103	1000	12185
102	1000	12164
110	1000	12116
131	1000	12142
111	1000	12265
132	1000	11993
120	1000	12381
140	1000	12249
126	1000	12156
112	1000	12088
148	1000	12110
106	1000	12051
107	1000	12227
116	1000	12038
128	1000	12264
137	1000	11795
115	1000	12084
108	1000	12337
139	1000	12365
143	1000	12238
149	1000	11752
129	1000	12255
119	1000	12143
144	1000	12050
130	1000	12095
135	1000	12030
101	1000	12039
133	1000	11859
138	1000	12124
113	1000	12257
145	1000	12220
134	1000	12261
117	1000	12215
198	1000	12182
194	1000	12070
179	1000	11982
156	1000	11726
190	1000	12055
193	1000	11947
196	1000	11858
195	1000	12080
167	1000	12490
185	1000	11953
169	1000	12205
174	1000	12497
173	1000	12151
157	1000	12097
162	1000	12151
163	1000	11947
171	1000	12185
159	1000	12045
164	1000	12185
155	1000	12362
180	1000	12075
151	1000	12145
150	1000	12076
154	1000	12117
172	1000	11940
160	1000	12294
168	1000	12320
181	1000	12114
186	1000	11921
178	1000	12169
192	1000	12226
153	1000	12106
152	1000	12161
184	1000	12311
161	1000	11931
197	1000	11925
175	1000	11908
183	1000	12262
170	1000	11946
188	1000	12329
165	1000	11900
199	1000	11935
182	1000	11852
158	1000	12234
191	1000	12108
166	1000	12043
187	1000	11830
177	1000	12114
176	1000	11781
189	1000	12065
204	1000	12017
241	1000	12404
240	1000	12270
203	1000	11989
245	1000	12037
219	1000	12118
239	1000	12049
243	1000	12196
220	1000	12222
216	1000	11878
221	1000	12036
236	1000	12126
215	1000	12193
222	1000	11865
249	1000	12086
207	1000	12057
217	1000	11806
227	1000	12187
242	1000	12044
224	1000	12017
213	1000	11817
211	1000	12274
247	1000	12306
233	1000	12216
218	1000	12199
200	1000	11829
206	1000	12274
201	1000	12020
228	1000	11983
229	1000	11667
214	1000	12248
223	1000	12150
231	1000	12095
235	1000	12202
208	1000	12361
244	1000	12209
237	1000	12313
205	1000	12257
212	1000	12244
210	1000	12121
238	1000	12120
209	1000	12086
246	1000	11940
232	1000	12183
234	1000	12177
230	1000	12239
226	1000	12453
202	1000	12032
248	1000	11923
225	1000	11940
252	1000	12208
278	1000	12242
260	1000	12183
272	1000	12043
266	1000	12067
270	1000	12360
254	1000	12317
290	1000	12090
277	1000	11793
263	1000	12294
253	1000	12022
295	1000	12065
275	1000	12162
258	1000	11980
257	1000	12044
276	1000	11877
298	1000	12027
280	1000	12146
250	1000	12297
