0	50	591
1	50	599
2	50	595
3	50	594
4	50	611
5	50	590
6	50	591
7	50	589
8	50	588
9	50	605
10	50	601
11	50	588
12	50	602
13	50	593
14	50	586
15	50	588
16	50	581
17	50	591
18	50	580
19	50	599
20	50	589
21	50	582
22	50	584
23	50	598
24	50	575
25	50	593
26	50	596
27	50	600
28	50	597
29	50	589
30	50	582
31	50	595
32	50	579
33	50	591
34	50	586
35	50	601
36	50	580
37	50	593
38	50	598
39	50	584
40	50	588
41	50	581
42	50	601
43	50	596
44	50	597
45	50	592
46	50	593
47	50	589
48	50	584
49	50	603
50	50	578
51	50	593
52	50	591
53	50	605
54	50	582
55	50	592
56	50	577
57	50	591
58	50	591
59	50	563
60	50	600
61	50	584
62	50	613
63	50	591
64	50	580
65	50	605
66	50	586
67	50	607
68	50	603
69	50	596
70	50	576
71	50	573
72	50	612
73	50	602
74	50	577
75	50	573
76	50	594
77	50	584
78	50	603
79	50	603
80	50	579
81	50	589
82	50	606
83	50	597
84	50	589
85	50	590
86	50	595
87	50	574
88	50	587
89	50	585
90	50	595
91	50	579
92	50	591
93	50	603
94	50	591
95	50	602
96	50	594
97	50	595
98	50	595
99	50	587
