1	100	7	26
2	100	10	38
3	101	11	36
4	101	100	11
5	102	89	39
6	102	101	6
7	103	6	25
8	103	16	15
9	104	17	30
10	104	103	5
11	105	20	28
12	105	104	0
13	106	21	27
14	106	105	6
15	107	22	29
16	107	106	0
17	108	23	43
18	108	107	0
19	109	24	34
20	109	108	14
21	110	33	50
22	110	109	0
23	111	34	45
24	111	110	0
25	112	36	40
26	112	111	1
27	113	37	53
28	113	112	0
29	114	42	61
30	114	113	0
31	115	45	53
32	115	114	1
33	116	46	55
34	116	115	1
35	117	47	57
36	117	116	6
37	118	48	53
38	118	117	1
39	119	51	62
40	119	118	0
41	120	52	60
42	120	119	0
43	121	54	52
44	121	120	1
45	122	55	65
46	122	121	3
47	123	63	66
48	123	122	2
49	124	64	55
50	124	123	0
51	125	73	78
52	125	124	1
53	126	75	49
54	126	125	0
55	127	77	60
56	127	126	0
57	128	80	56
58	128	127	1
59	129	84	66
60	129	128	0
61	130	85	67
62	130	129	0
63	131	87	60
64	131	130	9
65	132	91	67
66	132	131	2
67	133	92	79
68	133	132	0
69	134	5	21
70	134	9	36
71	135	12	40
72	135	134	7
73	136	13	31
74	136	135	0
75	137	19	43
76	137	136	6
77	138	29	33
78	138	137	0
79	139	31	44
80	139	138	5
81	140	32	35
82	140	139	7
83	141	39	58
84	141	140	18
85	142	40	62
86	142	141	0
87	143	41	55
88	143	142	0
89	144	49	77
90	144	143	0
91	145	56	60
92	145	144	9
93	146	57	75
94	146	145	1
95	147	61	68
96	147	146	0
97	148	66	70
98	148	147	0
99	149	69	80
100	149	148	0
101	150	71	63
102	150	149	6
103	151	86	85
104	151	150	0
105	152	94	82
106	152	151	1
107	153	98	86
108	153	152	0
109	154	99	78
110	154	153	0
111	155	14	22
112	155	18	16
113	156	59	16
114	156	155	17
115	157	83	61
116	157	156	11
117	158	15	23
118	158	26	31
119	159	25	20
120	159	65	32
121	160	27	33
122	160	35	34
123	161	44	38
124	161	160	8
125	162	53	49
126	162	161	3
127	163	58	41
128	163	162	6
129	164	60	52
130	164	163	2
131	165	67	59
132	165	164	0
133	166	70	31
134	166	165	3
135	167	72	67
136	167	166	0
137	168	74	36
138	168	167	4
139	169	78	62
140	169	168	0
141	170	93	62
142	170	169	0
143	171	95	61
144	171	170	0
145	172	96	53
146	172	171	0
147	173	50	21
148	173	62	56
149	174	0	22
150	174	1	30
151	175	4	52
152	175	174	10
153	176	102	8
154	176	175	21
155	177	133	14
156	177	176	40
157	178	2	98
158	178	177	1
159	179	3	97
160	179	178	0
161	180	154	31
162	180	179	19
163	181	8	110
164	181	180	0
165	182	157	72
166	182	181	14
167	183	158	103
168	183	182	2
169	184	159	111
170	184	183	0
171	185	172	82
172	185	184	3
173	186	28	138
174	186	185	0
175	187	30	123
176	187	186	0
177	188	38	139
178	188	187	0
179	189	43	137
180	189	188	0
181	190	173	98
182	190	189	0
183	191	68	144
184	191	190	0
185	192	76	135
186	192	191	0
187	193	79	144
188	193	192	0
189	194	81	130
190	194	193	0
191	195	82	147
192	195	194	0
193	196	88	128
194	196	195	0
195	197	90	136
196	197	196	0
197	198	97	137
198	198	197	1
