1	100	62	45
2	100	72	44
3	101	4	38
4	101	67	34
5	102	9	47
6	102	53	47
7	102	65	47
8	102	82	48
9	103	49	52
10	103	68	52
11	103	78	52
12	103	79	52
13	103	93	52
14	104	12	44
15	104	73	44
16	104	95	44
17	105	10	41
18	105	35	41
19	105	42	41
20	106	27	27
21	106	60	27
22	107	1	33
23	107	19	33
24	108	23	24
25	108	38	24
26	109	28	52
27	109	44	52
28	109	83	52
29	110	26	48
30	110	43	48
31	110	69	48
32	111	2	48
33	111	31	48
34	111	86	48
35	111	90	48
36	111	97	48
37	111	98	48
38	112	3	38
39	112	76	38
40	112	96	38
41	113	13	34
42	113	25	34
43	113	37	34
44	113	46	34
45	113	51	34
46	114	45	21
47	114	55	21
48	115	0	46
49	115	6	46
50	115	17	46
51	115	33	46
52	115	52	46
53	115	57	46
54	115	58	46
55	115	63	46
56	115	92	46
57	115	94	46
58	116	5	27
59	116	85	27
60	117	7	50
61	117	20	50
62	117	29	50
63	117	47	50
64	117	81	50
65	117	84	50
66	118	8	43
67	118	11	43
68	118	15	43
69	118	40	43
70	119	88	18
71	119	99	18
72	120	14	33
73	120	34	33
74	120	66	33
75	121	22	56
76	121	39	56
77	121	48	56
78	121	61	56
79	121	77	56
80	121	89	57
81	122	21	31
82	122	30	31
83	122	54	31
84	123	16	19
85	123	41	19
86	124	18	23
87	124	36	23
88	124	64	23
89	125	32	28
90	125	80	28
91	125	91	28
92	126	50	40
93	126	56	39
94	126	74	39
95	127	24	27
96	127	70	28
97	128	87	28
98	128	108	28
99	129	71	34
100	129	75	34
101	129	101	34
102	129	106	34
103	130	114	14
104	130	119	12
105	131	100	12
106	131	107	10
107	132	59	20
108	132	116	20
109	133	105	7
110	133	123	9
111	134	102	14
112	134	104	14
113	134	113	15
114	135	124	10
115	135	130	10
116	136	112	9
117	136	131	9
118	137	120	8
119	137	133	8
120	138	103	19
121	138	122	19
122	138	125	19
123	139	110	21
124	139	127	21
125	140	111	24
126	140	135	24
127	140	136	24
128	141	109	40
129	141	115	40
130	141	118	40
131	141	128	41
132	141	137	40
133	142	132	12
134	142	134	13
135	143	117	13
136	143	129	13
137	144	126	16
138	144	138	10
139	145	121	23
140	145	142	26
141	146	139	20
142	146	143	19
143	147	140	26
144	147	144	25
145	148	141	34
146	148	145	34
147	148	146	36
148	149	147	39
149	149	148	13
